tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stages,rating,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,followers_count,friends_count
892420643555336193,2017-08-01 16:23:56+00:00,13,10,Phineas,,1.3,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False,8853,39467,3200889,104
892177421306343426,2017-08-01 00:17:27+00:00,13,10,Tilly,,1.3,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,6514,33819,3200889,104
891815181378084864,2017-07-31 00:18:03+00:00,12,10,Archie,,1.2,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,4328,25461,3200889,104
891689557279858688,2017-07-30 15:58:51+00:00,13,10,Darla,,1.3,paper_towel,0.1702779999999999,False,Labrador_retriever,0.1680859999999999,True,spatula,0.0408359,False,8964,42908,3200889,104
891327558926688256,2017-07-29 16:00:24+00:00,12,10,Franklin,,1.2,basset,0.555712,True,English_springer,0.2257699999999999,True,German_short-haired_pointer,0.175219,True,9774,41048,3200889,104
891087950875897856,2017-07-29 00:08:17+00:00,13,10,None,,1.3,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.0769021999999999,False,3261,20562,3200889,104
890971913173991426,2017-07-28 16:27:12+00:00,13,10,Jax,,1.3,Appenzeller,0.341703,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,2158,12041,3200889,104
890729181411237888,2017-07-28 00:22:40+00:00,13,10,None,,1.3,Pomeranian,0.566142,True,Eskimo_dog,0.1784059999999999,True,Pembroke,0.0765069,True,16716,56848,3200889,104
890609185150312448,2017-07-27 16:25:51+00:00,13,10,Zoey,,1.3,Irish_terrier,0.4875739999999999,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,4429,28226,3200889,104
890240255349198849,2017-07-26 15:59:51+00:00,14,10,Cassie,doggo,1.4,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,7711,32467,3200889,104
890006608113172480,2017-07-26 00:31:25+00:00,13,10,Koda,,1.3,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,7624,31166,3200889,104
889880896479866881,2017-07-25 16:11:53+00:00,13,10,Bruno,,1.3,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,5156,28268,3200889,104
889665388333682689,2017-07-25 01:55:32+00:00,13,10,None,puppo,1.3,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,8538,38818,3200889,104
889638837579907072,2017-07-25 00:10:02+00:00,12,10,Ted,,1.2,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,4735,27672,3200889,104
889531135344209921,2017-07-24 17:02:04+00:00,13,10,Stuart,puppo,1.3,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,2321,15359,3200889,104
889278841981685760,2017-07-24 00:19:32+00:00,13,10,Oliver,,1.3,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,5637,25652,3200889,104
888917238123831296,2017-07-23 00:22:39+00:00,12,10,Jim,,1.2,golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True,4709,29611,3200889,104
888804989199671297,2017-07-22 16:56:37+00:00,13,10,Zeke,,1.3,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,4559,26080,3200889,104
888554962724278272,2017-07-22 00:23:06+00:00,13,10,Ralphus,,1.3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,3732,20290,3200889,104
888078434458587136,2017-07-20 16:49:33+00:00,12,10,Gerald,,1.2,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,3653,22201,3200889,104
887705289381826560,2017-07-19 16:06:48+00:00,13,10,Jeffrey,,1.3,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True,5609,30779,3200890,104
887517139158093824,2017-07-19 03:39:09+00:00,14,10,such,,1.4,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,12082,46959,3200890,104
887473957103951883,2017-07-19 00:47:34+00:00,13,10,Canela,,1.3,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,18781,69871,3200890,104
887343217045368832,2017-07-18 16:08:03+00:00,13,10,None,,1.3,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,10737,34222,3200890,104
887101392804085760,2017-07-18 00:07:08+00:00,12,10,None,,1.2,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True,6167,31061,3200890,104
886983233522544640,2017-07-17 16:17:36+00:00,13,10,Maya,,1.3,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,8084,35859,3200890,104
886736880519319552,2017-07-16 23:58:41+00:00,13,10,Mingus,,1.3,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True,3443,12306,3200890,104
886680336477933568,2017-07-16 20:14:00+00:00,13,10,Derek,,1.3,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441726999999999,False,4610,22798,3200890,104
886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,pupper,1.2,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,3316,21524,3200890,104
886258384151887873,2017-07-15 16:17:19+00:00,13,10,Waffles,,1.3,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,6523,28469,3200890,104
885984800019947520,2017-07-14 22:10:11+00:00,12,10,Jimbo,,1.2,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,7097,33382,3200890,104
885528943205470208,2017-07-13 15:58:47+00:00,13,10,Maisey,,1.3,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,6683,36689,3200890,104
885167619883638784,2017-07-12 16:03:00+00:00,13,10,None,,1.3,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,4556,22367,3200890,104
884925521741709313,2017-07-12 00:01:00+00:00,12,10,Earl,,1.2,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,16439,68152,3200890,104
884876753390489601,2017-07-11 20:47:12+00:00,13,10,Lola,,1.3,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,6096,28514,3200890,104
884562892145688576,2017-07-11 00:00:02+00:00,13,10,Kevin,,1.3,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,5100,24765,3200890,104
884441805382717440,2017-07-10 15:58:53+00:00,14,10,None,,1.4,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,5856,27478,3200890,104
884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,1.2,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,3128,20771,3200890,104
883838122936631299,2017-07-09 00:00:04+00:00,12,10,Noah,,1.2,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,3586,22349,3200890,104
883482846933004288,2017-07-08 00:28:19+00:00,5,10,Bella,,0.5,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,10407,46860,3200890,104
883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,floofer,1.3,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,3825,22986,3200890,104
883117836046086144,2017-07-07 00:17:54+00:00,13,10,None,,1.3,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True,6949,37914,3200890,104
882992080364220416,2017-07-06 15:58:11+00:00,13,10,Rusty,,1.3,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False,4122,24445,3200890,104
882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,pupper,1.2,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,5134,28903,3200890,104
882627270321602560,2017-07-05 15:48:34+00:00,13,10,Stanley,,1.3,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,6342,28382,3200890,104
882268110199369728,2017-07-04 16:01:23+00:00,13,10,Alfy,,1.3,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,12118,45880,3200890,104
882045870035918850,2017-07-04 01:18:17+00:00,13,10,Koko,,1.3,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,5203,29900,3200890,104
881906580714921986,2017-07-03 16:04:48+00:00,12,10,Rey,,1.2,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False,3533,24773,3200890,104
881666595344535552,2017-07-03 00:11:11+00:00,13,10,Gary,,1.3,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True,11099,51522,3200890,104
881536004380872706,2017-07-02 15:32:16+00:00,14,10,a,pupper,1.4,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,16570,50199,3200890,104
881268444196462592,2017-07-01 21:49:04+00:00,12,10,Elliot,,1.2,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,5358,23501,3200890,104
880935762899988482,2017-06-30 23:47:07+00:00,13,10,Louis,,1.3,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,2886,17346,3200890,104
880872448815771648,2017-06-30 19:35:32+00:00,12,10,None,,1.2,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,3989,21734,3200890,104
880465832366813184,2017-06-29 16:39:47+00:00,12,10,Bella,,1.2,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,6546,29075,3200890,104
880221127280381952,2017-06-29 00:27:25+00:00,12,10,Jesse,,1.2,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,4436,27640,3200890,104
880095782870896641,2017-06-28 16:09:20+00:00,11,10,None,,1.1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,4533,28150,3200890,104
879862464715927552,2017-06-28 00:42:13+00:00,13,10,Romeo,,1.3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,3642,22667,3200890,104
879492040517615616,2017-06-27 00:10:17+00:00,12,10,Bailey,,1.2,German_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False,3323,23822,3200890,104
879415818425184262,2017-06-26 19:07:24+00:00,13,10,Duddles,,1.3,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,45849,107956,3200891,104
879376492567855104,2017-06-26 16:31:08+00:00,12,10,Jack,,1.2,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,3261,17099,3200891,104
879050749262655488,2017-06-25 18:56:45+00:00,11,10,Steven,,1.1,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,4941,23022,3200892,104
879008229531029506,2017-06-25 16:07:47+00:00,13,10,Beau,,1.3,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,2812,19317,3200892,104
878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,puppo,1.3,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True,4319,19763,3200892,104
